Number,StreetAddress,City,State,StateFull,TelephoneNumber,TropicalZodiac,CCNumber,FulColor,Occupation,Company,Centimeters,Kilograms
555,242 Rosewood Court,Cannon Falls,MN,Minnesota,507-298-8202,Aquarius,5375418729069492,black,Grocery bagger,Gino's Hamburgers,166,65.7
556,2349 Nuzum Court,Getzville,NY,New York,716-568-2845,Leo,4929285474977219,black,Support service manager,Smitty's Marketplace,163,60
557,4116 Harter Street,Tipp City,OH,Ohio,937-667-3320,Libra,5295043578514872,black,Housekeeping cleaner,Frank's Nursery & Crafts,173,106.2
558,4288 Cherry Camp Road,Chicago,IL,Illinois,773-463-6128,Sagittarius,5584635792909513,black,Power plant operator,Canal Villere,155,94.9
559,3704 Bird Street,Albuquerque,NM,New Mexico,505-559-1168,Virgo,4929243309298244,black,Loan clerk,Omni Tech,171,69.4
560,2390 Lost Creek Road,Warminster,PA,Pennsylvania,610-945-8371,Capricorn,4929917632482886,white,Corporate accountant,Buena Vista Garden Maintenance,156,102.2
561,1848 Dola Mine Road,Morrisville,NC,North Carolina,919-381-3167,Aries,4539184511721171,dark skinned,Postsecondary career-technical teacher,Knockout Kickboxing,160,78
562,3624 Lawman Avenue,Washington,VA,Virginia,703-253-0524,Scorpio,4485445711992829,dark skinned,Record center clerk,Ideal Garden Maintenance,158,90.2
563,4599 Harron Drive,Hanover,MD,Maryland,443-536-0311,Aries,5528597595657427,black,Cementing and gluing machine operator,The Happy Bear,187,77.4
564,3706 Libby Street,Los Angeles,CA,California,310-313-0786,Pisces,4716945974622436,black,Aeronautical drafter,Monlinks,156,89.3
565,2469 Ray Court,Laurinburg,NC,North Carolina,910-277-1688,Cancer,5203891688964143,dark skinned,Banker investigator,All Wound Up,156,103.7
566,2054 Locust Court,Long Beach,CA,California,562-426-0919,Capricorn,4532006242801799,dark skinned,Transit and railroad police,The Network Chef,158,63.4
567,2591 Stockert Hollow Road,Lynnwood,WA,Washington,425-787-5096,Capricorn,5235202565603725,black,Transmission engineer,The Serendipity Dip,169,99.6
568,216 Hillcrest Drive,Tukwila,WA,Washington,253-470-0123,Cancer,4539547782774246,dark skinned,Forest fire prevention specialist,Security Sporting Goods,179,87.8
569,4954 Bassel Street,Metairie,LA,Louisiana,985-507-6907,Virgo,4556251784408402,black,Industrial relations manager,Funtown toys,174,78.6
570,3886 Kelly Street,Kannapolis,NC,North Carolina,704-935-8586,Gemini,5243351140774178,white,Precision instrument and equipment repairer,Two Pesos,165,87.3
571,4484 Fire Access Road,Greensboro,NC,North Carolina,336-965-9689,Capricorn,5200758508387248,dark skinned,Private detective,Krauses Sofa Factory,155,98.8
572,3150 Hanifan Lane,Norcross,GA,Georgia,678-515-6437,Virgo,5515947413378539,white,Construction engineer,Thalhimers,170,83.1
573,1637 Yorkshire Circle,Wilson,NC,North Carolina,252-299-6517,Capricorn,5185604667512177,black,Loan processing clerk,Starship Tapes & Records,165,88.3
574,767 Lakewood Drive,Wayne,NJ,New Jersey,201-895-5679,Gemini,5.52797E+15,black,Telephone station repairer,Gemco,168,105.2
575,3108 Jim Rosa Lane,San Francisco,CA,California,415-865-8285,Libra,4916782504434935,black,Caulker,Food Mart,163,81.5
576,4294 Rhapsody Street,Ocala,FL,Florida,352-303-0523,Cancer,4.53234E+15,black,Electronics repairer,Big Apple,174,63.6
577,645 Hilltop Haven Drive,Newark,NJ,New Jersey,973-776-5747,Leo,4916625030328495,black,Farm and home management advisor,Pro Garden Management,169,97.6
578,4551 Duck Creek Road,Palo Alto,CA,California,650-813-6521,Gemini,5217121189042866,black,Teacher aide,CompuAdd,185,84.7
579,4058 Broad Street,Bessemer,AL,Alabama,205-424-1400,Aquarius,5159527104996251,dark skinned,Stock trader,The Polka Dot Bear Tavern,165,69.4
580,3633 Ethels Lane,Lake Wales,FL,Florida,863-679-7653,Pisces,5138353318373328,white,Electronic technician,Environ Architectural Design,168,105.6
581,4536 Atha Drive,Bakersfield,CA,California,661-654-8739,Cancer,5419332188853213,black,Office administrator,K&G Distributors,175,54.8
582,4035 Poplar Chase Lane,Homedale,ID,Idaho,208-337-8246,Aries,5278949737715559,dark skinned,Allopathic physician,Matrix Interior Design,181,88.7
583,1652 Bloomfield Way,Damariscotta,ME,Maine,207-563-2734,Sagittarius,5152196814239092,black,Tile installer,Universo Realtors,187,109.8
584,4874 Barnes Street,Winter Park,FL,Florida,407-312-0030,Sagittarius,4929564464367213,dark skinned,Macroeconomist,Body Fate,164,101.1
585,1195 Bungalow Road,Belden,NE,Nebraska,402-985-4409,Capricorn,4532436122355071,black,Margin clerk,Multi Tech Development,181,87.1
586,2878 Red Dog Road,Charlotte,NC,North Carolina,704-331-6291,Capricorn,4.53285E+15,black,Industrial engineering technician,Schucks Auto Supply,150,78.4
587,38 Briarwood Drive,Mantua,NJ,New Jersey,856-464-1347,Scorpio,5287426800786493,black,Stenocaptioner,Sound Warehouse,174,93.1
588,3358 Amethyst Drive,East Lansing,MI,Michigan,517-333-0062,Capricorn,4716895543278667,dark skinned,Internal auditor,Golf Augusta Pro Shops,177,80.1
589,364 Maple Street,Anaheim,CA,California,714-281-5838,Scorpio,4716519760892725,white,Butcher,Just For Fun,174,103.1
590,3620 Steele Street,Hickory Hills,IL,Illinois,630-710-1734,Cancer,5451984223600998,dark skinned,High school teacher,Burger Chef,165,86.2
591,1852 Oak Street,Eagle Bay,NY,New York,315-357-2827,Gemini,5.30778E+15,black,Tool and die maker,The Sample,180,97.8
592,1911 Settlers Lane,New York,NY,New York,917-761-6948,Cancer,5.28355E+15,black,Postsecondary career-technical teacher,Full Color,177,65.3
593,4862 Junkins Avenue,Pineview,GA,Georgia,229-624-4576,Virgo,4556377862916444,dark skinned,Automation and control technician,Infinite Wealth,156,52.2
594,1069 Cunningham Court,Southfield,MI,Michigan,248-720-7694,Sagittarius,5283629981999868,black,Tax assessor,The White Swan,171,64.8
595,20 State Street,Detroit,MI,Michigan,313-908-3356,Capricorn,5135404354672942,white,Homemaker,Vitamax Health Food Center,162,65.3
596,4232 Eastland Avenue,Jackson,MS,Mississippi,601-348-5090,Aries,5318435677912036,white,Maintenance machinist,Record & Tape Outlet,151,75.6
597,3761 Columbia Boulevard,Windsor Mill,MD,Maryland,410-404-9780,Pisces,4929875138608109,dark skinned,Computer systems software engineer,Compact Disc Center,180,70.3
598,3324 Briercliff Road,Elmhurst,NY,New York,718-639-0123,Aquarius,4485389734029047,dark skinned,Technical writer,Dun Rite Lawn Maintenance,169,93.9
599,4996 Edwards Street,New Bern,NC,North Carolina,252-636-6187,Pisces,4.53241E+15,black,Keypunch operator,PriceRite Warehouse Club,173,89.8
600,4795 Horner Street,Demopolis,AL,Alabama,334-216-8453,Pisces,4929739516710699,dark skinned,Industrial property manager,Consumers and Consumers Express,182,76.7
601,2307 Hemlock Lane,Harlingen,TX,Texas,956-453-7814,Leo,5484088594810706,black,Dispensing optician,Mr. Good Buys,180,85.7
602,3731 Retreat Avenue,Tuscaloosa,AL,Alabama,205-284-1569,Capricorn,4556266672249668,dark skinned,Radio announcer,The Independent Planners,188,105.5
603,2344 Elliot Avenue,Seattle,WA,Washington,206-605-6794,Cancer,4.48561E+15,white,Blockmason,Sherman's,159,83.9
604,1328 Arron Smith Drive,Ualapue,HI,Hawaii,808-558-1254,Virgo,5349103511957681,dark skinned,Appliance repairer,Price Savers,167,60.9
605,3228 Elsie Drive,White River,SD,South Dakota,605-259-1811,Taurus,5273861636771333,black,Semiconductor processing technician,Desert Garden Help,169,95.7
606,3876 Melm Street,Providence,RI,Rhode Island,401-234-8614,Aries,5175597814051432,black,University faculty,Monk House Sales,188,94.3
607,1049 Coplin Avenue,Phoenix,AZ,Arizona,602-550-5934,Aquarius,5590486673259467,black,Office support team leader,Pomeroy's,165,69.8
608,1430 Cherry Tree Drive,St Augustine,FL,Florida,904-286-9393,Libra,4532287494574165,black,Ground controller,Buck Alley Lumber,184,69.7
609,2232 Lucky Duck Drive,Penn Hills,PA,Pennsylvania,412-798-3520,Cancer,4916629909181837,white,Dressmaker,The Fox and Hound,162,89.3
610,3643 Pride Avenue,South Ozone Park,NY,New York,718-322-2951,Capricorn,5563421570135836,dark skinned,"Textile winding, twisting, and drawing out machine operator",Team Electronics,168,50.8
611,4456 Marshall Street,Pikesville,MD,Maryland,410-653-0517,Cancer,4539495049763422,dark skinned,Treatment plant and system operator,Blockbuster Music,177,90.9
612,1113 Payne Street,Houston,TX,Texas,281-250-7331,Gemini,5353328054478133,white,Dividend clerk,Star Merchant Services,162,51
613,2259 Glenwood Avenue,Cleveland,OH,Ohio,216-365-2685,Aries,4929139198813319,black,Tree trimmer,Marianne,163,61.3
614,2603 Lamberts Branch Road,Miami,FL,Florida,786-581-4666,Sagittarius,4916107514959491,white,"Production, planning, and expediting clerk",Coon Chicken Inn,158,74.8
615,4815 Black Stallion Road,Winchester,KY,Kentucky,859-583-0309,Gemini,4485363212633711,white,Short-order cook,Kent's,162,58.1
616,3132 Oak Way,Western,NE,Nebraska,402-433-4613,Aquarius,4929552176532166,black,Tool sharpener,Ideal Garden Management,184,85.1
617,120 Mutton Town Road,Longview,WA,Washington,360-636-2881,Libra,5508707614881585,black,Mason,Source Club,176,75
618,4697 Dovetail Drive,Burr Ridge,IL,Illinois,847-333-1124,Cancer,4916961151348172,white,Clinical chemistry technologist,Plunkett Home Furnishings,168,73.3
619,1360 Cabell Avenue,Dulles,VA,Virginia,703-572-2407,Scorpio,4929780372612538,white,General maintenance and repair worker,Block Distributors,163,55.3
620,2549 Marietta Street,Concord,CA,California,707-637-6677,Capricorn,5470409562066467,white,Educational counselor,Team Uno,159,98.8
621,1823 Lee Avenue,Camden,NJ,New Jersey,856-397-7038,Virgo,4532634182466644,black,Project control specialist,Asian Junction,178,88.3
622,1591 Rivendell Drive,Youngstown,OH,Ohio,330-793-7528,Taurus,4556274840505557,white,Cabinetmaker,Kinney Shoes,157,89.4
623,2061 Graystone Lakes,Macon,GA,Georgia,478-464-1829,Virgo,5131400669827746,black,Mobile heavy equipment mechanic,Coon Chicken Inn,177,73.4
624,1826 Henry Ford Avenue,Tulsa,OK,Oklahoma,918-281-0681,Leo,4556932041098736,dark skinned,Enrobing machine operator,Dee's Drive-In,186,69.2
625,3824 Bloomfield Way,Rockland,ME,Maine,207-593-4709,Leo,5481357775944532,black,Nurse aide,Road Runner Lawn Services,190,87.7
626,617 Sunrise Road,Henderson,NV,Nevada,702-940-7311,Gemini,5177301523090551,white,Instructional assistant,Vibrant Man,179,88.1
627,186 Stuart Street,Bridgeville,PA,Pennsylvania,724-366-3934,Taurus,5104845831230307,black,Combined food preparation and serving worker,Boston Sea Party,160,74.4
628,4321 Drainer Avenue,Fort Walton Beach,FL,Florida,850-586-3991,Pisces,4556069463043112,dark skinned,Veterinary technologist,Good Times,169,70.6
629,1419 Woodrow Way,Livingston,TX,Texas,936-327-5084,Gemini,5274032901649542,black,Office and administrative support worker manager,Martin's,158,67.7
630,1017 Mandan Road,Richland,MO,Missouri,573-765-6376,Pisces,4916722282044712,dark skinned,"Extruding, forming, pressing, and compacting machine operator",Realty Depot,159,54.8
631,1083 Ashwood Drive,Council Bluffs,IA,Iowa,712-328-1451,Aquarius,4.71648E+15,black,Allopathic surgeon,Landskip Yard Care,186,67.9
632,3016 Stoney Lonesome Road,Mount Pleasant Mills,PA,Pennsylvania,570-365-6081,Leo,4532563885127239,dark skinned,Education administrator,The Royal Canadian Pancake Houses,164,76.4
633,1889 Petunia Way,Birmingham,AL,Alabama,205-757-9416,Taurus,5217914067897264,dark skinned,Legal investigator,Netstars Matrix Design,171,80.6
634,2957 Traders Alley,Kansas City,MO,Missouri,816-429-7648,Virgo,5341858427138654,black,Human resources trainer,Fellowship Investments,164,70.4
635,3565 Godfrey Road,Manhattan,NY,New York,212-545-2401,Cancer,5497052170306872,black,Singer,Sound Advice,185,73.7
636,4003 Crim Lane,Cedarville,OH,Ohio,937-766-9729,Cancer,5179850473854174,white,Oral and maxillofacial surgeon,Unity Stationers,154,95.4
637,4872 Mulberry Street,Nacogdoches,TX,Texas,936-553-1592,Scorpio,5295422809857682,white,Architectural drafter,Plan Smart,172,87.5
638,3743 Columbia Mine Road,Martinsburg,WV,West Virginia,304-579-0228,Aries,5259970467705225,black,Epidemiologist,Sofa Express,177,63.6
639,289 Russell Street,Bolton,MA,Massachusetts,978-873-7274,Scorpio,4916531522649531,white,Short-order cook,Idea Infinity,167,82.2
640,287 Mcwhorter Road,Water Valley,MS,Mississippi,662-473-6420,Virgo,5312510115689655,dark skinned,Messenger,Murray's Discount Auto Stores,167,61.5
641,332 Isaacs Creek Road,Jacksonville,IL,Illinois,217-407-0772,Taurus,5367743227336436,black,Conductor,Carter's Foods,173,77
642,1976 Benson Street,Phillips,WI,Wisconsin,715-339-1440,Taurus,4532384623892947,black,Lathe and turning machine tool operator,MagnaSolution,177,95.8
643,3179 Rocket Drive,Eagan,MN,Minnesota,612-978-4725,Capricorn,5289011773236532,dark skinned,Scientific photographer,Laura Ashley,170,92.5
644,54 Hilltop Street,Springfield,MA,Massachusetts,413-610-0902,Scorpio,4556930523268868,black,Nuclear power reactor operator,Nedick's,162,98.3
645,3112 Werninger Street,Houston,TX,Texas,832-723-7260,Taurus,4.53975E+15,black,Violin repairer,Home Centers,189,110.8
646,2494 Corbin Branch Road,Spring City,TN,Tennessee,423-452-9085,Pisces,4916317899274784,black,Orthotics technician,Flipside Records,184,79.4
647,2557 Cedar Lane,Worcester,MA,Massachusetts,617-657-6659,Virgo,4916156203608299,black,Amusement and recreation attendant,Turtle's Records & Tapes,178,81.4
648,3211 Arbutus Drive,Ft Lauderdale,FL,Florida,305-915-9999,Leo,5599018814807994,black,Poultry cutter,Weatherill's,175,82.6
649,1324 Sigley Road,Topeka,KS,Kansas,785-559-9878,Taurus,5356110602890689,dark skinned,Automotive painter,Schaak Electronics,172,101.1
650,925 Heritage Road,Fresno,CA,California,559-765-4369,Libra,4.53968E+15,black,General manager,Personal & Corporate Design,152,100.7
651,1994 Southside Lane,Los Angeles,CA,California,323-777-0248,Aries,5133077203939266,black,Interviewer,Fit Tonic,176,115
652,4299 North Bend River Road,Hindman,KY,Kentucky,606-785-0267,Capricorn,5171236206177794,dark skinned,Facilitator,Pleasures and Pasttimes,152,88.3
653,4030 Brentwood Drive,Austin,TX,Texas,512-740-8234,Leo,5455710100259681,black,Enlisted personnel,Netstars Matrix Design,173,50.9
654,3294 Clousson Road,Omaha,NE,Nebraska,402-691-0570,Pisces,5503915404910853,black,Administrative support services director,Borders Books,169,96.7
655,1667 Chandler Hollow Road,Bridgeville,PA,Pennsylvania,412-475-5017,Cancer,4.53227E+15,dark skinned,Library media aide,Bombay Company,182,63.4
656,4298 Coleman Avenue,Carlsbad,CA,California,760-809-7252,Scorpio,4556401439837139,white,Semiconductor processing technician,ABCO Foods,169,93.3
657,4727 Angus Road,New York,NY,New York,212-390-2511,Libra,4716908722616787,black,Pile driver operator,Eagle Hardware & Garden,174,108.1
658,185 Linden Avenue,Orlando,FL,Florida,407-532-3937,Sagittarius,5564977153225624,black,Chiropractor,Britling Cafeterias,185,82
659,3012 Augusta Park,Belington,WV,West Virginia,304-823-0963,Sagittarius,5197059447031301,white,Computer control operator,Mr. Good Buys,171,91.8
660,3336 Dane Street,Latah,WA,Washington,509-286-8242,Libra,5.50097E+15,dark skinned,Hydrologist,Simple Solutions,166,75.1
661,973 Maple Court,Taos,MO,Missouri,573-395-1626,Aries,5414700691659175,black,Geographic information specialist,Adapt,166,56
662,4121 Sun Valley Road,Northport,WA,Washington,509-732-7813,Aquarius,5431794095241606,black,Private detective,Superior Interior Design,172,70.5
663,1774 Woodland Avenue,New Orleans,LA,Louisiana,985-545-4300,Virgo,5.55169E+15,black,Fiscal technician,John M. Smyth's Homemakers,183,65.8
664,782 Nelm Street,Washington,VA,Virginia,571-239-4876,Cancer,5319626812880471,dark skinned,Office clerk,Hoyden,183,90.1
665,2148 Trouser Leg Road,Ware,MA,Massachusetts,413-967-2007,Aquarius,4716077553443537,white,Traffic clerk,Muscle Factory,175,57.5
666,4753 Bryan Street,Greensboro,NC,North Carolina,336-285-8875,Virgo,4716358838341096,black,Federal Bureau of Investigation agent,Henry's,171,81.4
667,3563 Redbud Drive,Bethpage,NY,New York,347-671-0069,Pisces,4916098204059918,black,Material dispatching,Aaronson Furniture,175,104.4
668,4677 Simpson Street,Edgington,IL,Illinois,309-798-9989,Aries,5583717979551895,dark skinned,Web writer,Protean,156,69.4
669,3846 Lyon Avenue,Worcester,MA,Massachusetts,508-927-8062,Pisces,5292922498838722,black,Wholesale buyer,Creative Wealth Management,181,66.5
670,2102 Boone Street,Corpus Christi,TX,Texas,361-202-3188,Cancer,5514790038862185,black,Public health dentist,Madcats Music & Books,154,76
671,502 Whispering Pines Circle,Plano,TX,Texas,972-423-8920,Libra,4716503136694312,white,Portfolio manager,National Tea,159,54.9
672,4065 Dogwood Lane,Tucson,AZ,Arizona,520-631-5271,Aquarius,5176116821733897,black,Dressmaker,Williams Bros.,186,84.5
673,2536 Philli Lane,Haskell,OK,Oklahoma,918-482-6008,Pisces,4.53275E+15,dark skinned,Information clerk,Alexander's,158,54.2
674,2749 Fittro Street,Little Rock,AR,Arkansas,870-278-2581,Gemini,4532243029153298,black,Kindergarten teacher,Eli Moore Inc,176,104.1
675,2284 Sycamore Lake Road,Fremont,WI,Wisconsin,920-446-5082,Aquarius,4485278987919618,black,Electrotyper,Music Den,170,94.7
676,3637 Garrett Street,Portland,PA,Pennsylvania,267-943-3414,Capricorn,4485386059210467,black,Account executive,Mr. D's IGA,172,69.9
677,612 Eagle Street,Centralia,IL,Illinois,618-339-5982,Capricorn,5.3492E+15,dark skinned,Manufacturers,Cut Above,157,92.9
678,3282 Trails End Road,Miami,FL,Florida,954-328-4348,Aries,5515191986065815,black,Industrial machinery mechanic,Magna Gases,153,103.7
679,2725 Hornor Avenue,Tulsa,OK,Oklahoma,918-320-6716,Taurus,5.10334E+15,black,Oral and maxillofacial radiologist,Glicks Furniture,171,113.8
680,3562 Cunningham Court,Farmington Hills,MI,Michigan,248-662-9842,Pisces,5160413448862805,white,Counter attendant,Star Assistance,162,97.9
681,3791 Clover Drive,Colorado Springs,CO,Colorado,719-240-9853,Gemini,4929225903600925,dark skinned,Human resources associate,Maxaprofit,169,51.9
682,3366 Byers Lane,Sacramento,CA,California,530-867-0667,Capricorn,4916741242395196,black,Training administrator,Intelacard,177,61.7
683,654 Poplar Chase Lane,Rexburg,ID,Idaho,208-351-2651,Virgo,5342677244026879,black,Mineralogist,Kiddie City,185,109.3
684,782 Murphy Court,Riverside,CA,California,951-779-8536,Scorpio,5342544332110769,dark skinned,Recreational vehicle service technician,Irving's Sporting Goods,167,66.6
