Number,Sex,Survived,NameSet,Title,Name,Age,Pclass,SibSp,Parch,Ticket,Fare,Cabin,Embarked
1680,female,1,American,Ms.,Carla Turner,8,3,4,1,382652,29.125,,Q
1681,male,0,American,Mr.,Emmett Williams,1,1,1,2,C.A. 2315,20.575,,S
1682,male,0,American,Mr.,John Smith,46,3,0,0,PC 17593,79.2,B82 B84,C
1683,male,0,American,Mr.,Steven Whitaker,,2,0,0,12460,7.75,,Q
1684,female,0,American,Dr.,Dawn Hart,16,3,0,0,239865,26,,S
1685,male,0,American,Mr.,Jacob Norris,,1,8,2,CA. 2343,69.55,,S
1686,female,0,American,Ms.,Evelyn McLaughlin,,3,0,0,PC 17600,306.958,,C
1687,female,0,American,Mrs.,Rose Brown,25,2,0,0,349203,78.958,,S
1688,male,1,American,Mr.,Mark Jones,39,1,0,0,28213,13,,S
1689,male,1,American,Mr.,John Wrenn,49,3,0,0,17465,259.292,D17,S
1690,male,0,American,Mr.,Andy Schumacher,31,3,0,0,349244,86.833,,S
1691,female,0,American,Ms.,Barbara Seefeldt,30,3,0,0,2685,72.292,,C
1692,female,0,American,Ms.,Teresa Glynn,30,2,1,1,345773,24.15,,S
1693,female,1,American,Mrs.,Ruby Ledbetter,34,2,0,0,250647,13,,S
1694,male,1,American,Mr.,Douglas Ellison,31,1,1,1,C.A. 31921,26.25,,S
1695,female,1,American,Dr.,Elizabeth Lujan,11,3,1,2,113760,120,B96 B98,S
1696,male,1,American,Mr.,Philip McMichael,0.42,3,0,1,2625,85.167,,C
1697,male,0,American,Mr.,Robert Everett,27,3,0,0,347089,6.975,,S
1698,female,0,American,Mrs.,Therese Black,31,1,0,0,347063,7.775,,S
1699,male,0,American,Mr.,Ivan Eichorn,39,3,0,0,112050,0,A36,S
1700,female,0,American,Ms.,Brenda Choudhury,18,2,0,0,347087,7.775,,S
1701,female,1,American,Mrs.,Rosanne Banks,39,1,0,0,248723,13,,S
1702,male,0,American,Mr.,Galen Becker,33,3,1,0,113806,53.1,E8,S
1703,male,0,American,Mr.,Francis Pierce,26,3,0,0,3474,78.875,,S
1704,male,0,American,Mr.,John Cotter,39,2,0,0,A/4 48871,24.15,,S
1705,female,0,American,Mrs.,Helen Gholston,35,3,0,0,28206,10.5,,S
1706,male,0,American,Mr.,Kenneth Schramm,6,3,4,2,347082,31.275,,S
1707,male,0,American,Mr.,Eric Warren,30.5,1,0,0,364499,8.05,,S
1708,female,0,American,Mrs.,Lucille Johnson,,3,0,0,112058,0,B102,S
1709,male,0,American,Mr.,Kevin Johnson,23,2,0,0,STON/O2. 3101290,7.925,,S
1710,female,0,American,Ms.,Diane McClary,31,3,1,1,S.C./PARIS 2079,370.042,,C
1711,female,0,American,Mrs.,Lillie Murrow,43,3,0,0,C 7075,6.45,,S
1712,female,1,American,Mrs.,Kathy Shabazz,10,1,3,2,347088,27.9,,S
1713,female,1,American,Ms.,Judy Hodgkins,52,3,1,1,12749,93.5,B69,S
1714,female,0,American,Ms.,Martha Merritt,27,1,0,0,315098,86.625,,S
1715,male,1,American,Mr.,Tony Clapper,38,3,0,0,19972,0,,S
1716,female,0,American,Mrs.,Margaret Toney,27,3,0,1,392096,12.475,E121,S
1717,female,0,American,Ms.,Malinda Sneed,2,3,4,1,3101295,396.875,,S
1718,female,0,American,Ms.,Maryanne Lassiter,,3,0,0,368323,6.95,,Q
1719,female,1,American,Ms.,Cecile Dodds,,2,0,0,1601,564.958,,S
1720,male,1,American,Mr.,John Young,1,3,0,2,S.C./PARIS 2079,370.042,,C
1721,female,1,American,Ms.,Jennifer Mayer,,1,0,0,367228,7.75,,Q
1722,female,1,American,Ms.,Syble Hoffmann,62,3,0,0,113572,80,B28,
1723,female,1,American,Mrs.,Evelyn Bustos,15,2,1,0,2659,144.542,,C
1724,female,0,American,Ms.,Peggy Hare,0.83,3,1,1,29106,18.75,,S
1725,female,0,American,Mrs.,Margaret Light,,3,0,0,2671,72.292,,C
1726,male,0,American,Mr.,Robert Wright,23,3,0,0,347468,78.542,,S
1727,male,1,American,Mr.,Michael Steelman,18,1,0,0,2223,8.3,,S
1728,female,0,American,Mrs.,Mary Lemos,39,3,1,1,PC 17756,831.583,E49,C
1729,male,0,American,Mr.,Peter Ramos,21,3,0,0,315097,86.625,,S
1730,male,1,American,Mr.,Joe Bryant,,3,0,0,392092,8.05,,S
1731,female,1,American,Ms.,Anna Arellano,32,1,0,0,1601,564.958,,S
1732,female,0,American,Ms.,Bennie Brown,,3,0,0,11774,29.7,C47,C
1733,male,0,American,Mr.,Dennis Hulings,20,2,0,0,SOTON/O2 3101287,7.925,,S
1734,female,1,American,Ms.,Brenda Davis,16,1,0,0,S.O./P.P. 3,10.5,,S
1735,male,0,American,Mr.,Jack Byrd,30,3,0,0,113798,31,,C
1736,male,0,American,Mr.,Stephen Sawyer,34.5,3,0,0,2683,64.375,,C
1737,male,0,American,Mr.,Reggie Graham,17,3,0,0,315090,86.625,,S
1738,male,0,American,Mr.,James Purcell,42,3,0,0,C.A. 5547,7.55,,S
1739,male,0,American,Mr.,Danny Vargas,,3,8,2,CA. 2343,69.55,,S
1740,female,0,American,Mrs.,Helen Feldman,35,2,0,0,349213,78.958,,C
1741,male,1,American,Mr.,Wesley McGuire,28,1,0,1,248727,33,,S
1742,female,0,American,Ms.,Josephine Brown,,3,1,0,17453,891.042,C92,C
1743,female,0,American,Mrs.,Veronica Swanson,4,3,4,2,347082,31.275,,S
1744,female,0,American,Mrs.,Mary Wright,74,3,0,0,347060,7.775,,S
1745,female,1,American,Mrs.,Ruby Smitherman,9,1,1,1,2678,152.458,,C
1746,female,0,American,Ms.,Ellen Mohr,16,2,0,1,PC 17592,39.4,D28,S
1747,male,1,American,Mr.,Bennie Marty,44,3,1,0,244252,26,,S
1748,male,1,American,Mr.,Douglas Hernandez,18,1,0,1,392091,9.35,,S
1749,male,1,American,Mr.,Douglas Ohagan,45,1,1,1,36928,1.648.667,,S
1750,male,1,American,Mr.,Carl Reyes,51,3,0,0,113055,26.55,E17,S
1751,female,0,American,Mrs.,Carole Walden,24,3,0,3,2666,192.583,,C
1752,male,0,American,Mr.,Earl Lewis,,3,0,0,2629,72.292,,C
1753,male,0,American,Mr.,Vincent Ware,41,2,2,0,350026,141.083,,S
1754,female,1,American,Ms.,Barbara Dowling,21,1,1,0,28134,11.5,,S
1755,male,0,American,Mr.,Dalton Eslinger,48,3,0,0,17466,259.292,D17,S
1756,male,0,American,Dr.,Ricardo Stevens,,2,8,2,CA. 2343,69.55,,S
1757,female,1,American,Mrs.,Teresa Brown,24,2,0,0,233866,13,,S
1758,male,1,American,Mr.,Douglas Blunt,42,2,0,0,236852,13,,S
1759,female,0,American,Ms.,Patrice McDaniel,27,1,1,0,SC/PARIS 2149,138.583,,C
1760,male,0,American,Mr.,Robert Morales,31,3,0,0,PC 17590,504.958,A24,S
1761,male,1,American,Mr.,Blair Jones,,3,0,0,345777,9.5,,S
1762,male,0,American,Dr.,Dale Adams,4,3,1,1,347742,111.333,,S
1763,male,1,American,Mr.,Stephen Smith,26,1,0,0,349248,78.958,,S
1764,male,0,American,Mr.,Earnest Keene,47,1,1,1,11751,525.542,D35,S
1765,female,0,American,Ms.,Danielle Powers,33,3,0,0,695,5,B51 B53 B55,S
1766,male,1,American,Mr.,Anthony Clyde,47,2,0,0,345765,9,,S
1767,female,1,American,Mrs.,Hilary Stennett,28,3,1,0,P/PP 3381,24,,C
1768,female,0,American,Ms.,Elvera Capone,15,3,0,0,2667,7.225,,C
1769,male,0,American,Mr.,Patrick Simpson,20,3,0,0,7534,98.458,,S
1770,male,0,American,Mr.,Irving Gomez,19,3,0,0,349212,78.958,,S
1771,female,1,American,Ms.,Katrina White,,1,0,0,349217,78.958,,S
1772,male,1,American,Mr.,Patrick Martinez,56,2,0,1,11767,831.583,C50,C
1773,male,0,American,Mr.,Thomas Parr,25,3,0,1,230433,26,,S
1774,female,0,American,Mrs.,Cynthia Frasier,33,3,0,0,349257,78.958,,S
1775,male,0,American,Mr.,Jerry Patterson,22,2,0,0,7552,105.167,,S
1776,female,0,American,Ms.,Maria Edmond,28,3,0,0,C.A./SOTON 34068,10.5,,S
1777,female,0,American,Mrs.,Rosa Gibson,25,3,0,0,SOTON/OQ 392076,7.05,,S
1778,female,0,American,Mrs.,Debra Quinlan,39,2,0,5,382652,29.125,,Q
1779,male,1,American,Mr.,Willie Xiong,27,1,0,0,211536,13,,S
1780,male,0,American,Mr.,Pedro Henderson,19,3,0,0,112053,30,B42,S
1781,female,1,American,Mrs.,Kimberly Hernandez,,1,1,2,W./C. 6607,23.45,,S
1782,male,0,American,Mr.,Tom Biondo,26,3,0,0,111369,30,C148,C
1783,female,0,American,Ms.,Mamie O'Reilly,32,3,0,0,370376,7.75,,Q
1784,female,1,American,Ms.,Tresa Real,,3,1,2,347060,7.775,,S
1785,female,0,American,Mrs.,Angela Hicks,28,2,1,1,2678,152.458,,C
1786,male,1,American,Mr.,Roy Walker,30,1,0,0,PC 17592,39.4,D28,S
1787,male,1,American,Mr.,Gene Bennett,58,3,1,0,244252,26,,S
1788,male,0,American,Mr.,Morris Branch,96,3,0,0,392091,9.35,,S
1789,male,0,American,Dr.,Glen Childs,12,3,0,1,36928,1.648.667,,S
1790,female,1,American,Ms.,Vicki Davis,58,1,0,0,113055,26.55,E17,S
1791,female,0,American,Mrs.,Manuela Yeager,74,2,1,0,2666,192.583,,C
1792,female,0,American,Mrs.,Jeannie Hickey,23,3,0,0,2629,72.292,,C
1793,male,0,American,Mr.,Martin Medina,20,1,0,0,350026,141.083,,S
1794,male,0,American,Mr.,John Cadwell,2,1,0,0,28134,11.5,,S
1795,female,0,American,Dr.,Barbara Sanchez,10,3,0,0,17466,259.292,D17,S
1796,female,0,American,Ms.,Eula Mayes,12,3,1,1,CA. 2343,69.55,,S
1797,male,1,American,Mr.,David Bartels,13,3,0,0,233866,13,,S
1798,male,0,American,Mr.,Robert Gonzales,15,2,0,0,236852,13,,S
1799,female,0,American,Mrs.,Felicia Gregor,18,1,1,0,SC/PARIS 2149,138.583,,C
1800,male,1,American,Mr.,Ronald Fay,17,3,0,0,PC 17590,504.958,A24,S
1801,female,0,American,Ms.,Tony Montelongo,19,2,0,0,345777,9.5,,S
1802,male,1,American,Mr.,Albert Carraway,14,2,0,0,347742,111.333,,S
1803,female,0,American,Ms.,Cindy Thomason,56,2,0,0,349248,78.958,,S
1804,male,1,American,Mr.,Jeffrey Pierre,18,1,0,0,11751,525.542,D35,S
1805,male,0,American,Mr.,Bernard Chapman,,3,0,0,695,5,B51 B53 B55,S
1806,female,0,American,Mrs.,Hilda Alvarez,25,3,0,0,345765,9,,S
1807,male,1,American,Mr.,Larry Walton,,3,0,1,P/PP 3381,24,,C
1808,male,0,American,Mr.,Robert Lyons,36,1,1,0,2667,7.225,,C
1809,male,0,American,Mr.,Anthony Butler,,1,0,0,7534,98.458,,S
1810,male,1,American,Mr.,John Roybal,6,3,0,0,349212,78.958,,S
1811,female,1,American,Ms.,Helen Morrow,8,2,1,0,349217,78.958,,S
1812,male,0,American,Mr.,Norman Doyle,4,3,0,0,11767,831.583,C50,C
1813,female,0,American,Ms.,Gwendolyn Younger,9,3,3,0,230433,26,,S
1814,female,1,American,Ms.,Bettye Scheffer,78,3,0,0,349257,78.958,,S
1815,male,1,American,Mr.,Donald Stock,2,3,1,0,7552,105.167,,S
1816,male,0,American,Mr.,Kenneth West,30,1,1,0,C.A./SOTON 34068,10.5,,S
1817,female,0,American,Ms.,Sharon Willis,68,2,0,0,SOTON/OQ 392076,7.05,,S
1818,female,0,American,Mrs.,Deanna Nelson,6,3,0,0,382652,29.125,,Q
1819,male,1,American,Mr.,David Peacock,20,3,0,0,211536,13,,S
1820,female,0,American,Ms.,Brenda Jefferson,,2,0,0,112053,30,B42,S
1821,female,0,American,Ms.,Sarah Fowler,16,3,0,0,W./C. 6607,23.45,,S
1822,female,1,American,Ms.,Rose Statler,44,3,0,0,111369,30,C148,C
1823,female,1,American,Ms.,Myrna Jenkins,18,2,1,3,370376,7.75,,Q
1824,female,0,American,Ms.,Lena McCabe,45,1,0,0,A/5 21171,7.25,,S
1825,male,1,American,Mr.,Kim Callender,51,3,0,0,PC 17599,712.833,C85,C
1826,male,0,American,Mr.,Jose McCowan,24,1,0,0,STON/O2. 3101282,7.925,,S
1827,female,0,American,Mrs.,Francis Massey,,3,0,0,113803,53.1,C123,S
1828,female,0,American,Mrs.,Maria Turner,41,3,1,0,373450,8.05,,S
1829,female,0,American,Ms.,Catrina Livingston,21,3,2,2,330877,84.583,,Q
1830,female,0,American,Ms.,Donna Houser,48,2,1,0,17463,518.625,E46,S
1831,male,0,American,Mr.,Chris McPhee,,1,0,0,349909,21.075,,S
1832,male,0,American,Mr.,Scott Cook,24,3,1,1,347742,111.333,,S
1833,female,0,American,Ms.,Victoria Damon,42,3,1,1,237736,300.708,,C
1834,female,1,American,Ms.,Lisa Harshbarger,27,3,0,0,PP 9549,16.7,G6,S
1835,male,0,American,Mr.,Salvador Rich,31,1,1,0,113783,26.55,C103,S
1836,female,0,American,Ms.,Sandra Hall,,2,0,0,A/5. 2151,8.05,,S
1837,male,1,American,Mr.,Kevin Mellen,4,3,1,1,347082,31.275,,S
1838,female,0,American,Mrs.,Edith Shores,26,1,0,1,350406,78.542,,S
1839,male,1,American,Dr.,Troy Garner,47,1,0,0,248706,16,,S
1840,female,1,American,Mrs.,Angelia Cowley,33,3,0,0,382652,29.125,,Q
1841,male,1,American,Mr.,Howard Fredette,47,3,1,2,244373,13,,S
1842,female,0,American,Mrs.,Mary Dalton,28,3,1,1,345763,18,,S
1843,female,0,American,Ms.,Marianne Wilson,15,2,0,0,2649,7.225,,C
1844,female,0,American,Mrs.,Angela Stuart,,1,0,0,239865,26,,S
1845,male,0,American,Mr.,Johnny Wilson,28,3,0,0,248698,13,D56,S
1846,female,1,American,Ms.,Yee Glover,18,2,0,0,330923,80.292,,Q
1847,female,0,American,Ms.,Angela Bradley,34,2,0,0,113788,35.5,A6,S
1848,female,1,American,Ms.,Janet Lee,33,2,0,0,349909,21.075,,S
1849,male,0,American,Mr.,David Bryson,,1,0,0,347077,313.875,,S
1850,female,0,American,Mrs.,Lisa Powell,41,3,1,2,2631,7.225,,C
1851,female,0,American,Ms.,Valerie Cockrell,20,3,0,0,19950,263,C23 C25 C27,S
1852,female,0,American,Mrs.,Ellen Thompson,36,3,1,0,330959,78.792,,Q
1853,female,0,American,Mrs.,Camilla Salmon,16,1,0,0,349216,78.958,,S
1854,female,0,American,Ms.,Lynn Bernstein,51,1,0,0,PC 17601,277.208,,C
1855,female,0,American,Ms.,Julie Burger,,3,1,0,PC 17569,1.465.208,B78,C
1856,female,1,American,Dr.,Elsa Cook,30.5,2,0,0,335677,7.75,,Q
1857,female,1,American,Mrs.,Valerie Potts,,3,0,0,C.A. 24579,10.5,,S
1858,male,0,American,Mr.,Hans Owens,32,3,0,0,PC 17604,821.708,,C
1859,female,0,American,Mrs.,Maria Payne,24,3,0,0,113789,52,,S
1860,male,0,American,Mr.,Henry Williams,48,3,0,0,2677,72.292,,C
1861,female,1,American,Mrs.,Angie Jones,57,1,1,3,A./5. 2152,8.05,,S
1862,female,1,American,Mrs.,Amy Panek,,2,0,0,345764,18,,S
1863,female,1,American,Mrs.,Stacie Cummins,54,3,0,0,2651,112.417,,C
1864,female,1,American,Ms.,Pauline Groves,18,3,0,0,7546,9.475,,S
1865,female,0,American,Mrs.,Pamela Jones,,2,0,0,11668,21,,S
1866,male,0,American,Mr.,Leo Benjamin,5,3,0,1,349253,78.958,,C
1867,male,0,American,Mr.,Gary Pike,,3,0,0,SC/Paris 2123,415.792,,C
1868,male,0,American,Mr.,Aldo Washington,43,2,1,0,330958,78.792,,Q
1869,male,1,American,Mr.,Vincent Stephens,13,1,0,0,349205,78.958,,S
1870,male,0,American,Mr.,Christopher Steward,17,3,1,2,349909,21.075,,S
1871,male,0,American,Mr.,Marion Martinez,26,1,0,0,2686,72.292,,C
1872,female,0,American,Ms.,Carmen Campbell,,3,0,0,350417,78.542,,S
1873,male,0,American,Mr.,Lawrence Whittemore,28,3,0,0,S.W./PP 752,10.5,,S
1874,male,0,American,Mr.,Kenny Wade,18,3,4,1,11769,514.792,C101,S
1875,male,0,American,Mr.,Lee Chen,34,2,1,2,PC 17474,263.875,E25,S
1876,female,0,American,Ms.,Fawn Harrison,33,1,0,0,14312,7.75,,Q
1877,male,0,American,Mr.,Geoffrey Gilbert,,3,0,0,A/4. 20589,8.05,,S
1878,female,0,American,Mrs.,Ruth Clark,41,3,0,0,358585,14.5,,S
1879,female,0,American,Mrs.,Kathleen Roof,20,3,8,2,243880,13,,S
1880,female,1,American,Ms.,Sheri Fletcher,36,1,0,0,13507,55.9,E44,S
1881,female,1,American,Ms.,Brittany Waller,16,2,0,0,2689,144.583,,C
1882,female,0,American,Ms.,Kim Gorski,51,3,0,0,STON/O 2. 3101286,7.925,,S
1883,female,1,American,Mrs.,Catherine Anderson,,1,0,0,237789,30,,S
1884,female,0,American,Ms.,Sheri Frazier,30.5,1,0,0,17421,1.108.833,C68,C
1885,female,0,American,Ms.,Karen Cline,,3,0,0,28403,26,,S
1886,female,0,American,Mrs.,Gladys Christenson,32,3,1,1,13049,40.125,A10,C
1887,male,1,American,Mr.,Jayson Welch,24,3,0,0,3411,87.125,,C
1888,male,1,American,Mr.,Marshall Maddox,48,2,1,1,110413,79.65,E68,S
1889,male,1,American,Mr.,Ramon Vu,57,1,1,2,237565,15,,S
1890,female,1,American,Mrs.,Linda Buckley,,3,0,1,13567,79.2,B41,C
1891,female,1,American,Ms.,Betty Morgan,54,2,0,0,14973,8.05,,S
1892,female,0,American,Mrs.,Debbie Ouzts,18,2,0,0,A./5. 3235,8.05,,S
1893,male,0,American,Dr.,James Ochs,,2,0,0,STON/O 2. 3101273,7.125,,S
1894,female,0,American,Ms.,Mana Campbell,5,1,0,0,36947,782.667,D20,C
1895,male,1,American,Mr.,Antonia Luong,,3,0,0,A/5 3902,7.25,,S
1896,female,0,American,Mrs.,Ann Robey,43,3,1,0,364848,7.75,,Q
1897,male,0,American,Mr.,Steve Comeaux,13,3,0,0,SC/AH 29037,26,,S
1898,female,1,American,Ms.,Stella Thurman,17,1,0,0,345773,24.15,,S
1899,male,1,American,Mr.,Perry Dillard,32,1,0,0,248727,33,,S
1900,male,0,American,Mr.,Ryan Becker,40,3,4,2,LINE,0,,S
1901,male,0,American,Mr.,Jamie Turney,,2,0,0,2664,7.225,,C
1902,female,1,American,Ms.,Patty McCollum,28,3,0,0,PC 17485,569.292,A20,C
1903,male,0,American,Mr.,Timothy Woodcock,18,3,0,0,243847,27,,S
1904,male,0,American,Mr.,Terry Corley,34,3,1,1,349214,78.958,,S
1905,female,0,American,Dr.,Mary Jones,33,3,0,0,113796,42.4,,S
1906,female,0,American,Ms.,Patricia Lacross,,1,3,2,364511,8.05,,S
1907,female,0,American,Ms.,Dawn Summerfield,41,2,1,1,111426,26.55,,C
1908,male,0,American,Mr.,Leonard Gudino,20,3,0,0,349910,15.55,,S
1909,female,1,American,Ms.,Deborah Johnson,36,3,0,0,349246,78.958,,S
1910,female,0,American,Mrs.,Shari Ruth,16,2,0,1,113804,30.5,,S
1911,female,0,American,Ms.,Courtney Goodrich,51,3,4,1,SC/Paris 2123,415.792,,C
1912,female,0,American,Ms.,Cortney Carter,,3,0,0,PC 17582,1.534.625,C125,S
1913,male,1,American,Mr.,Preston McGann,30.5,2,0,0,347082,31.275,,S
1914,male,0,American,Mr.,Richard Cabrera,,1,0,2,SOTON/O.Q. 3101305,7.05,,S
1915,male,1,American,Mr.,Kenneth Floyd,32,3,0,0,367230,15.5,,Q
1916,female,1,American,Ms.,Susan Guerrero,24,1,0,0,370377,7.75,,Q
1917,male,1,American,Mr.,Peter Ervin,48,3,1,0,364512,8.05,,S
1918,female,1,American,Mrs.,Jolene Armstrong,57,3,1,1,220845,65,,S
1919,female,0,American,Mrs.,Violet Massey,,3,0,0,347080,14.4,,S
1920,female,0,American,Mrs.,Ernestine Bryant,54,2,0,0,A/5. 3336,16.1,,S
1921,female,0,American,Mrs.,Mary Newcomb,18,1,0,0,230136,39,F4,S
1922,female,1,American,Mrs.,Evelyn Strode,,3,1,1,31028,10.5,,S
1923,female,0,American,Ms.,Ronda Cruz,5,3,0,0,2659,144.542,,C
1924,male,0,American,Mr.,Kent Jones,,3,0,0,11753,525.542,D19,S
1925,male,1,American,Mr.,Dale Tuma,43,1,0,0,2653,157.417,,C
1926,male,1,American,Mr.,Scott Sample,13,2,0,0,350029,78.542,,S
1927,male,0,American,Mr.,Jorge Brown,17,3,0,0,54636,16.1,,S
1928,male,0,American,Mr.,Christian Wilson,,1,0,0,36963,323.208,D50,S
1929,male,1,American,Mr.,Franklin Perez,30,1,0,0,219533,12.35,,Q
1930,female,0,American,Ms.,Mary Westerfield,35,3,0,0,13502,779.583,D9,S
1931,male,1,American,Mr.,Shaun Beagle,50,3,0,0,349224,78.958,,S
1932,male,0,American,Mr.,William Hsu,,3,0,0,334912,77.333,,Q
1933,male,0,American,Mr.,John Mann,3,2,8,2,PC 17476,262.875,E24,S
1934,female,1,American,Mrs.,Hattie Kelly,52,1,0,0,113781,151.55,,S
1935,female,1,American,Mrs.,Mary Rawlings,40,3,0,1,2661,152.458,,C
1936,male,0,American,Mr.,Sean Cormier,,2,1,0,PC 17482,495.042,C90,C
1937,female,0,American,Mrs.,Hattie Berry,36,2,4,2,113028,26.55,C124,S
1938,female,0,American,Mrs.,Jill Llanas,16,2,0,0,19996,52,C126,S
1939,female,1,American,Mrs.,Lou Jefferson,25,1,1,1,7545,94.833,,S
1940,female,1,American,Mrs.,Rebecca Funk,58,3,0,1,250647,13,,S
1941,female,0,American,Ms.,Maria Magnusson,35,3,1,0,348124,7.65,F G73,S
1942,male,0,American,Mr.,Brian Pruneda,,3,0,1,PC 17757,227.525,C45,C
1943,female,0,American,Mrs.,Doris Robertson,25,1,1,1,34218,10.5,E101,S
1944,female,0,American,Ms.,Lucy Williams,41,1,0,0,36568,15.5,,Q
1945,male,0,American,Mr.,Donald Kelly,37,3,0,3,347062,7.775,,S
1946,female,0,American,Mrs.,Amelia Sullivan,,2,0,0,248727,33,,S
1947,male,1,American,Mr.,Richard Smith,63,3,2,0,350048,70.542,,S
1948,male,0,American,Mr.,James Sellers,45,3,1,0,12233,13,,S
1949,male,1,American,Mr.,Randy Phillips,,3,0,0,250643,13,,S
1950,female,0,American,Ms.,Debra Wilson,7,3,8,2,113806,53.1,E8,S
1951,male,1,American,Mr.,Donald Perez,35,1,0,0,315094,86.625,,S
1952,female,0,American,Ms.,Kimberly Taylor,65,2,0,0,31027,21,,S
1953,male,1,American,Mr.,Tyler Lee,28,3,1,0,36866,77.375,,Q
1954,female,0,American,Ms.,Sonia Benavides,16,3,0,0,236853,26,,S
1955,female,0,American,Ms.,Mckenzie Haight,19,2,0,0,STON/O2. 3101271,7.925,,S
1956,male,1,American,Mr.,Gordon Wilson,,3,1,1,24160,2.113.375,B5,S
1957,male,1,American,Mr.,Noe Gregson,33,3,0,0,2699,187.875,,C
1958,female,0,American,Ms.,Nichole Sheppard,30,2,1,1,239855,0,,S
1959,male,0,American,Mr.,Joaquin Alex,22,1,0,0,28425,13,,S
1960,female,0,American,Ms.,Sheena Grafton,42,3,0,0,233639,13,,S
1961,female,1,American,Ms.,Dana Curto,22,1,1,0,54636,16.1,,S
1962,male,1,American,Mr.,Donald Reese,,3,0,0,W./C. 6608,34.375,,S
1963,female,0,American,Dr.,Cody Defranco,,3,0,0,PC 17755,5.123.292,B101,C
1964,female,0,American,Mrs.,Ramona Frank,28,3,0,0,349201,78.958,,S
1965,male,0,American,Mr.,Bradley Sova,18,2,0,0,349218,78.958,,S
1966,male,0,American,Mr.,Justin Robinson,34,1,0,1,16988,30,D45,S
1967,male,0,American,Mr.,Philip Squires,33,3,0,1,19877,78.85,C46,S
1968,female,0,American,Ms.,Jamie Alvarez,,3,0,0,PC 17608,262.375,B57 B59 B63 B66,C
1969,male,1,American,Mr.,Genaro Vernon,41,3,0,0,376566,16.1,,S
1970,female,0,American,Ms.,Maria Day,20,1,0,0,STON/O 2. 3101288,7.925,,S
1971,female,1,American,Ms.,Ernestine Miller,36,2,0,0,WE/P 5735,71,B22,S
1972,male,0,American,Mr.,Craig Cosner,16,3,0,5,C.A. 2673,20.25,,S
1973,male,1,American,Mr.,George Colon,51,1,0,0,250648,13,,S
1974,female,1,American,Ms.,Bernice Clark,,1,0,0,113773,53.1,D30,S
1975,female,1,American,Mrs.,Mary Brown,30.5,3,1,2,335097,7.75,,Q
1976,female,0,American,Ms.,Margaret Bryant,,3,0,0,29103,23,,S
1977,female,1,American,Mrs.,Andrea Cohen,32,3,0,0,392096,12.475,E121,S
1978,female,0,American,Ms.,Barbara Shillings,24,2,1,2,345780,9.5,,S
1979,male,1,American,Mr.,Derrick Wesley,48,1,0,0,349204,78.958,,S
1980,male,0,American,Mr.,Russell Gillespie,57,3,1,1,220845,65,,S
1981,male,1,American,Mr.,Delmer Pritchard,,2,0,0,250649,14.5,,S
1982,male,0,American,Mr.,Denver Douglas,54,2,0,0,350042,77.958,,S
1983,female,1,American,Ms.,Sandra Goodwin,18,2,1,0,29108,11.5,,S
1984,female,0,American,Mrs.,Catherine Bolton,,1,0,0,363294,8.05,,S
1985,female,1,American,Ms.,Maria Deleon,5,3,0,0,110152,86.5,B77,S
1986,female,0,American,Ms.,Linda Gandy,,3,0,0,358585,14.5,,S
1987,female,1,American,Mrs.,Donna Herbert,43,3,0,0,SOTON/O2 3101272,7.125,,S
1988,female,1,American,Mrs.,Brenda Nunez,,1,0,1,2663,72.292,,C
1989,female,0,American,Ms.,Myrtle Boucher,20,1,0,1,113760,120,B96 B98,S
1990,female,0,American,Ms.,Jennifer Hupp,30,3,0,0,347074,7.775,,S
1991,male,1,American,Mr.,James Miller,14,2,0,0,13502,779.583,D11,S
1992,male,0,American,Mr.,Salvatore McCormick,86,3,0,0,112379,39.6,,C
1993,female,1,American,Mrs.,Betsy Anderson,41,3,0,0,364850,7.75,,Q
1994,female,0,American,Mrs.,Vickie Lo,23,3,0,5,371110,24.15,,Q
1995,male,1,American,Mr.,William Smith,56,3,0,0,8471,83.625,,S
1996,male,0,American,Mr.,Francis Cross,71,1,0,0,345781,9.5,,S
1997,female,1,American,Mrs.,Claire Bear,23,2,1,2,350047,78.542,,S
1998,female,0,American,Mrs.,Nancy Norris,41,3,0,0,S.O./P.P. 3,10.5,E77,S
1999,male,1,American,Mr.,Steven Stevenson,26,3,0,0,2674,7.225,,C
2000,male,0,American,Mr.,Joseph Wilson,19,3,1,2,29105,23,,S
